,County,Total_All_Schools_df0,TXST_df0,UT Austin_df0,Texas A&M_df0,Texas Tech_df0,Stephen F. Austin_df0,UTSA_df0,UNT_df0,UH_df0,Has_Data_df0,Dominant_School_df0,Dominant_Enrollment_df0,Dominant_Share_df0,TXST_Market_Share_df0,College_Ready_Rate_df0,TSI_Ready_Rate_df0,Participation_Rate_df0,High_Academic_Performance_df0,Low_TXST_Presence_df0,Large_Market_df0,High_Participation_df0,Prime_Target_df0,Academic_Score_df0,Market_Score_df0,TXST_Gap_Score_df0,Participation_Score_df0,Strategic_Opportunity_Score_df0,Opportunity_Tier_df0,TXST_df1,UT Austin_df1,Texas A&M_df1,Texas Tech_df1,Stephen F. Austin_df1,UTSA_df1,UNT_df1,UH_df1,Total_df1,TXST_Share_df1,Total_All_Schools_df2,TXST_df2,UT Austin_df2,Texas A&M_df2,Texas Tech_df2,Stephen F. Austin_df2,UTSA_df2,UNT_df2,UH_df2,Has_Data_df2,Dominant_School_df2,Dominant_Enrollment_df2,Dominant_Share_df2,TXST_Market_Share_df2,Total_All_Schools_df3,TXST_df3,UT Austin_df3,Texas A&M_df3,Texas Tech_df3,Stephen F. Austin_df3,UTSA_df3,UNT_df3,UH_df3,TXST_Market_Share_df3,Total_All_Schools_df4,TXST_df4,UT Austin_df4,Texas A&M_df4,Texas Tech_df4,Stephen F. Austin_df4,UTSA_df4,UNT_df4,UH_df4,Has_Data_df4,Dominant_School_df4,Dominant_Enrollment_df4,Dominant_Share_df4,TXST_Market_Share_df4,Is_Viable_Market_df4,Market_Size_Score_df4,Growth_Potential_df4,Breakable_Market_df4,Opportunity_Score_df4,Opportunity_Category_df4,County_Name_df5,Participation_Rate_df5,College_Ready_Rate_df5,TSI_Ready_Rate_df5,Year_df5,Participation_Level_df5,County_Name_df6,College_Ready_Rate_df6,TSI_Ready_Rate_df6,Participation_Rate_df6,Year_df6,TXST_df7,UT Austin_df7,Texas A&M_df7,Texas Tech_df7,Stephen F. Austin_df7,UTSA_df7,UNT_df7,UH_df7,Total_df7,TXST_Share_df7,Opportunity_Score_df7,Total_All_Schools_df8,TXST_df8,UT Austin_df8,Texas A&M_df8,Texas Tech_df8,Stephen F. Austin_df8,UTSA_df8,UNT_df8,UH_df8,Has_Data_df8,Dominant_School_df8,Dominant_Enrollment_df8,Dominant_Share_df8,TXST_Market_Share_df8,College_Ready_Rate_df8,TSI_Ready_Rate_df8,Participation_Rate_df8,High_Academic_Performance_df8,Low_TXST_Presence_df8,Large_Market_df8,High_Participation_df8,Prime_Target_df8,Academic_Score_df8,Market_Score_df8,TXST_Gap_Score_df8,Participation_Score_df8,Strategic_Opportunity_Score_df8,Opportunity_Tier_df8,TXST_Enrollment_df9,Total_Enrollment_df9,TXST_Market_Share_df9
10,BANDERA,315.0,23.0,0.0,12.0,12.0,0.0,22.0,0.0,0.0,True,TXST,23.0,7.301587301587302,7.301587301587302,25.85,29.4,59.45,True,True,False,False,False,51.7,48.40706863011848,92.6984126984127,59.45,59.68680312871809,Tier 2: Strong Opportunity,23.0,0.0,12.0,12.0,0.0,22.0,0.0,0.0,69.0,33.33333333333333,315.0,23.0,0.0,12.0,12.0,0.0,22.0,0.0,0.0,True,TXST,23.0,7.301587301587302,7.301587301587302,315.0,23.0,0.0,12.0,12.0,0.0,22.0,0.0,0.0,7.301587301587302,315.0,23.0,0.0,12.0,12.0,0.0,22.0,0.0,0.0,True,TXST,23.0,7.301587301587302,7.301587301587302,False,48.40706863011848,57.05,92.6984126984127,0.0,⭐ TXST Territory,Bandera County,59.45,25.85,29.4,2024.0,Low (40-60%),Bandera County,25.85,29.4,59.45,2024.0,,,,,,,,,,,,315.0,23.0,0.0,12.0,12.0,0.0,22.0,0.0,0.0,True,TXST,23.0,7.301587301587302,7.301587301587302,25.85,29.4,59.45,True,True,False,False,False,51.7,48.40706863011848,92.6984126984127,59.45,59.68680312871809,Tier 2: Strong Opportunity,23.0,315.0,7.301587301587302
11,BASTROP,2282.0,365.0,167.0,165.0,24.0,0.0,50.0,10.0,5.0,True,TXST,365.0,15.994741454864153,15.994741454864153,6.725,18.15,89.675,False,False,True,True,False,13.449999999999998,65.03831110807272,84.00525854513585,89.675,50.66004504144898,Tier 5: Maintain/Monitor,365.0,167.0,165.0,24.0,0.0,50.0,10.0,5.0,786.0,46.43765903307888,2282.0,365.0,167.0,165.0,24.0,0.0,50.0,10.0,5.0,True,TXST,365.0,15.994741454864153,15.994741454864153,2282.0,365.0,167.0,165.0,24.0,0.0,50.0,10.0,5.0,15.994741454864153,2282.0,365.0,167.0,165.0,24.0,0.0,50.0,10.0,5.0,True,TXST,365.0,15.994741454864153,15.994741454864153,True,65.03831110807272,5.91,84.00525854513585,0.0,⭐ TXST Territory,Bastrop County,89.675,6.725,18.15,2024.0,High (75-90%),Bastrop County,6.725,18.15,89.675,2024.0,,,,,,,,,,,,2282.0,365.0,167.0,165.0,24.0,0.0,50.0,10.0,5.0,True,TXST,365.0,15.994741454864153,15.994741454864153,6.725,18.15,89.675,False,False,True,True,False,13.449999999999998,65.03831110807272,84.00525854513585,89.675,50.66004504144898,Tier 5: Maintain/Monitor,365.0,2282.0,15.994741454864153
12,BAYLOR,132.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,True,Texas Tech,5.0,3.787878787878788,0.0,21.2,24.2,71.7,False,True,False,True,False,42.4,41.12892083948017,100.0,71.7,56.46867625184405,Tier 5: Maintain/Monitor,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,132.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,True,Texas Tech,5.0,3.787878787878788,0.0,132.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,True,Texas Tech,5.0,3.787878787878788,0.0,False,41.12892083948017,100.0,96.21212121212122,0.0,⚫ Small Market,Baylor County,71.7,21.2,24.2,2024.0,Moderate (60-75%),Baylor County,21.2,24.2,71.7,2024.0,,,,,,,,,,,,132.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,True,Texas Tech,5.0,3.787878787878788,0.0,21.2,24.2,71.7,False,True,False,True,False,42.4,41.12892083948017,100.0,71.7,56.46867625184405,Tier 5: Maintain/Monitor,,,
13,BEE,801.0,12.0,0.0,29.0,0.0,0.0,7.0,0.0,0.0,True,Texas A&M,29.0,3.620474406991261,1.49812734082397,17.566666666666666,21.23333333333333,37.266666666666666,False,True,False,False,False,35.13333333333333,56.24006658149519,98.50187265917604,37.266666666666666,54.352394506283765,Tier 5: Maintain/Monitor,12.0,0.0,29.0,0.0,0.0,7.0,0.0,0.0,48.0,25.0,801.0,12.0,0.0,29.0,0.0,0.0,7.0,0.0,0.0,True,Texas A&M,29.0,3.620474406991261,1.49812734082397,801.0,12.0,0.0,29.0,0.0,0.0,7.0,0.0,0.0,1.49812734082397,801.0,12.0,0.0,29.0,0.0,0.0,7.0,0.0,0.0,True,Texas A&M,29.0,3.620474406991261,1.49812734082397,True,56.24006658149519,91.19,96.37952559300874,74.75293840934934,🎯 HIGH OPPORTUNITY,Bee County,37.266666666666666,17.566666666666666,21.23333333333333,2024.0,Very Low (<40%),Bee County,17.566666666666666,21.23333333333333,37.266666666666666,2024.0,,,,,,,,,,,,801.0,12.0,0.0,29.0,0.0,0.0,7.0,0.0,0.0,True,Texas A&M,29.0,3.620474406991261,1.49812734082397,17.566666666666666,21.23333333333333,37.266666666666666,False,True,False,False,False,35.13333333333333,56.24006658149519,98.50187265917604,37.266666666666666,54.352394506283765,Tier 5: Maintain/Monitor,12.0,801.0,1.49812734082397
14,BELL,10585.0,546.0,330.0,527.0,203.0,65.0,345.0,210.0,74.0,True,TXST,546.0,5.158242796410014,5.158242796410014,16.333333333333332,30.410000000000004,65.075,False,True,True,False,False,32.666666666666664,77.93994462550481,94.84175720359,65.075,61.9245014950361,Tier 4: Volume Play,546.0,330.0,527.0,203.0,65.0,345.0,210.0,74.0,2300.0,23.73913043478261,10585.0,546.0,330.0,527.0,203.0,65.0,345.0,210.0,74.0,True,TXST,546.0,5.158242796410014,5.158242796410014,10585.0,546.0,330.0,527.0,203.0,65.0,345.0,210.0,74.0,5.158242796410014,10585.0,546.0,330.0,527.0,203.0,65.0,345.0,210.0,74.0,True,TXST,546.0,5.158242796410014,5.158242796410014,True,77.93994462550481,69.66,94.84175720359,0.0,⭐ TXST Territory,Bell County,65.075,16.333333333333332,30.410000000000004,2024.0,Moderate (60-75%),Bell County,16.333333333333332,30.410000000000004,65.075,2024.0,,,,,,,,,,,,10585.0,546.0,330.0,527.0,203.0,65.0,345.0,210.0,74.0,True,TXST,546.0,5.158242796410014,5.158242796410014,16.333333333333332,30.410000000000004,65.075,False,True,True,False,False,32.666666666666664,77.93994462550481,94.84175720359,65.075,61.9245014950361,Tier 4: Volume Play,546.0,10585.0,5.158242796410014
15,BEXAR,66194.0,2601.0,2290.0,2224.0,1293.0,20.0,9126.0,461.0,285.0,True,UTSA,9126.0,13.786748043629332,3.929359156419011,14.876923076923076,24.876,83.08965517241379,False,True,True,True,False,29.753846153846155,93.35649141027818,96.070640843581,83.08965517241379,67.4315795705795,Tier 4: Volume Play,2601.0,2290.0,2224.0,1293.0,20.0,9126.0,461.0,285.0,18300.0,14.21311475409836,66194.0,2601.0,2290.0,2224.0,1293.0,20.0,9126.0,461.0,285.0,True,UTSA,9126.0,13.786748043629332,3.929359156419011,66194.0,2601.0,2290.0,2224.0,1293.0,20.0,9126.0,461.0,285.0,3.929359156419011,66194.0,2601.0,2290.0,2224.0,1293.0,20.0,9126.0,461.0,285.0,True,UTSA,9126.0,13.786748043629332,3.929359156419011,True,93.35649141027818,76.89,86.21325195637067,86.98789609641324,🔥 TOP PRIORITY,Bexar County,83.08965517241379,14.876923076923076,24.876,2024.0,High (75-90%),Bexar County,14.876923076923076,24.876,83.08965517241379,2024.0,2601.0,2290.0,2224.0,1293.0,20.0,9126.0,461.0,285.0,18300.0,14.21311475409836,1569900.0,66194.0,2601.0,2290.0,2224.0,1293.0,20.0,9126.0,461.0,285.0,True,UTSA,9126.0,13.786748043629332,3.929359156419011,14.876923076923076,24.876,83.08965517241379,False,True,True,True,False,29.753846153846155,93.35649141027818,96.070640843581,83.08965517241379,67.4315795705795,Tier 4: Volume Play,2601.0,66194.0,3.929359156419011
16,BLANCO,410.0,52.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,True,TXST,52.0,12.682926829268292,12.682926829268292,15.05,31.5,97.2,False,False,False,True,False,30.1,50.61770384767169,87.3170731707317,97.2,54.40872578844785,Tier 5: Maintain/Monitor,52.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,74.0,70.27027027027027,410.0,52.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,True,TXST,52.0,12.682926829268292,12.682926829268292,410.0,52.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,12.682926829268292,410.0,52.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,True,TXST,52.0,12.682926829268292,12.682926829268292,False,50.61770384767169,25.39,87.3170731707317,0.0,⭐ TXST Territory,Blanco County,97.2,15.05,31.5,2024.0,Very High (90-100%),Blanco County,15.05,31.5,97.2,2024.0,,,,,,,,,,,,410.0,52.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,True,TXST,52.0,12.682926829268292,12.682926829268292,15.05,31.5,97.2,False,False,False,True,False,30.1,50.61770384767169,87.3170731707317,97.2,54.40872578844785,Tier 5: Maintain/Monitor,52.0,410.0,12.682926829268292
17,BORDEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borden County,90.9,20.0,30.0,2024.0,Very High (90-100%),Borden County,20.0,30.0,90.9,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,BOSQUE,440.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,5.0,1.1363636363636365,0.0,21.3,29.18,86.08571428571429,False,True,False,True,False,42.6,51.21021794232514,100.0,86.08571428571429,61.01163681126898,Tier 5: Maintain/Monitor,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,440.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,5.0,1.1363636363636365,0.0,440.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,5.0,1.1363636363636365,0.0,False,51.21021794232514,100.0,98.86363636363636,0.0,⚫ Small Market,Bosque County,86.08571428571429,21.3,29.18,2024.0,High (75-90%),Bosque County,21.3,29.18,86.08571428571429,2024.0,,,,,,,,,,,,440.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,5.0,1.1363636363636365,0.0,21.3,29.18,86.08571428571429,False,True,False,True,False,42.6,51.21021794232514,100.0,86.08571428571429,61.01163681126898,Tier 5: Maintain/Monitor,,,
19,BOWIE,2300.0,10.0,30.0,22.0,5.0,19.0,0.0,40.0,0.0,True,UNT,40.0,1.7391304347826086,0.4347826086956521,16.555555555555557,20.077777777777776,87.76666666666667,False,True,True,True,False,33.111111111111114,65.104360309835,99.56521739130434,87.76666666666667,61.465462682322496,Tier 4: Volume Play,10.0,30.0,22.0,5.0,19.0,0.0,40.0,0.0,126.0,7.936507936507936,2300.0,10.0,30.0,22.0,5.0,19.0,0.0,40.0,0.0,True,UNT,40.0,1.7391304347826086,0.4347826086956521,2300.0,10.0,30.0,22.0,5.0,19.0,0.0,40.0,0.0,0.4347826086956521,2300.0,10.0,30.0,22.0,5.0,19.0,0.0,40.0,0.0,True,UNT,40.0,1.7391304347826086,0.4347826086956521,True,65.104360309835,97.44,98.2608695652174,81.43635406796098,🔥 TOP PRIORITY,Bowie County,87.76666666666667,16.555555555555557,20.077777777777776,2024.0,High (75-90%),Bowie County,16.555555555555557,20.077777777777776,87.76666666666667,2024.0,10.0,30.0,22.0,5.0,19.0,0.0,40.0,0.0,126.0,7.936507936507936,11600.0,2300.0,10.0,30.0,22.0,5.0,19.0,0.0,40.0,0.0,True,UNT,40.0,1.7391304347826086,0.4347826086956521,16.555555555555557,20.077777777777776,87.76666666666667,False,True,True,True,False,33.111111111111114,65.104360309835,99.56521739130434,87.76666666666667,61.465462682322496,Tier 4: Volume Play,10.0,2300.0,0.4347826086956521
20,BRAZORIA,15009.0,577.0,511.0,967.0,172.0,177.0,292.0,119.0,1370.0,True,UH,1370.0,9.127856619361715,3.844360050636285,16.7,28.6,62.51428571428572,False,True,True,False,False,33.4,80.87666180326617,96.15563994936372,62.51428571428572,63.10555510228117,Tier 4: Volume Play,577.0,511.0,967.0,172.0,177.0,292.0,119.0,1370.0,4185.0,13.787335722819591,15009.0,577.0,511.0,967.0,172.0,177.0,292.0,119.0,1370.0,True,UH,1370.0,9.127856619361715,3.844360050636285,15009.0,577.0,511.0,967.0,172.0,177.0,292.0,119.0,1370.0,3.844360050636285,15009.0,577.0,511.0,967.0,172.0,177.0,292.0,119.0,1370.0,True,UH,1370.0,9.127856619361715,3.844360050636285,True,80.87666180326617,77.39,90.87214338063828,81.82975957776074,🔥 TOP PRIORITY,Brazoria County,62.51428571428572,16.7,28.6,2024.0,Moderate (60-75%),Brazoria County,16.7,28.6,62.51428571428572,2024.0,577.0,511.0,967.0,172.0,177.0,292.0,119.0,1370.0,4185.0,13.787335722819591,360800.0,15009.0,577.0,511.0,967.0,172.0,177.0,292.0,119.0,1370.0,True,UH,1370.0,9.127856619361715,3.844360050636285,16.7,28.6,62.51428571428572,False,True,True,False,False,33.4,80.87666180326617,96.15563994936372,62.51428571428572,63.10555510228117,Tier 4: Volume Play,577.0,15009.0,3.844360050636285
21,BRAZOS,5170.0,117.0,172.0,1212.0,29.0,41.0,31.0,56.0,11.0,True,Texas A&M,1212.0,23.44294003868472,2.263056092843327,29.65,43.75,63.7,True,True,True,False,True,59.3,71.91430429951751,97.73694390715669,63.7,71.2116800712866,Tier 1: Prime Target,117.0,172.0,1212.0,29.0,41.0,31.0,56.0,11.0,1669.0,7.010185739964051,5170.0,117.0,172.0,1212.0,29.0,41.0,31.0,56.0,11.0,True,Texas A&M,1212.0,23.44294003868472,2.263056092843327,5170.0,117.0,172.0,1212.0,29.0,41.0,31.0,56.0,11.0,2.263056092843327,5170.0,117.0,172.0,1212.0,29.0,41.0,31.0,56.0,11.0,True,Texas A&M,1212.0,23.44294003868472,2.263056092843327,True,71.91430429951751,86.69,76.55705996131528,77.2755641420218,🔥 TOP PRIORITY,Brazos County,63.7,29.65,43.75,2024.0,Moderate (60-75%),Brazos County,29.65,43.75,63.7,2024.0,117.0,172.0,1212.0,29.0,41.0,31.0,56.0,11.0,1669.0,7.010185739964051,155200.0,5170.0,117.0,172.0,1212.0,29.0,41.0,31.0,56.0,11.0,True,Texas A&M,1212.0,23.44294003868472,2.263056092843327,29.65,43.75,63.7,True,True,True,False,True,59.3,71.91430429951751,97.73694390715669,63.7,71.2116800712866,Tier 1: Prime Target,117.0,5170.0,2.263056092843327
22,BREWSTER,208.0,9.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,True,Texas Tech,16.0,7.6923076923076925,4.326923076923077,17.85,28.6,62.16666666666666,False,True,False,False,False,35.7,44.93021597969248,95.67307692307692,62.16666666666666,53.1103468451898,Tier 5: Maintain/Monitor,9.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,25.0,36.0,208.0,9.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,True,Texas Tech,16.0,7.6923076923076925,4.326923076923077,208.0,9.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,4.326923076923077,208.0,9.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,True,Texas Tech,16.0,7.6923076923076925,4.326923076923077,False,44.93021597969248,74.55,92.3076923076923,0.0,⚫ Small Market,Brewster County,62.16666666666666,17.85,28.6,2024.0,Moderate (60-75%),Brewster County,17.85,28.6,62.16666666666666,2024.0,,,,,,,,,,,,208.0,9.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,True,Texas Tech,16.0,7.6923076923076925,4.326923076923077,17.85,28.6,62.16666666666666,False,True,False,False,False,35.7,44.93021597969248,95.67307692307692,62.16666666666666,53.1103468451898,Tier 5: Maintain/Monitor,9.0,208.0,4.326923076923077
23,BRISCOE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Briscoe County,95.2,,10.0,2024.0,Very High (90-100%),Briscoe County,,10.0,95.2,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,BROOKS,224.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,True,UTSA,6.0,2.6785714285714284,0.0,,9.5,25.0,False,True,False,False,False,0.0,45.5506056644145,100.0,25.0,36.16518169932435,No Academic Data,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,True,UTSA,6.0,2.6785714285714284,0.0,224.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,True,UTSA,6.0,2.6785714285714284,0.0,False,45.5506056644145,100.0,97.32142857142856,0.0,⚫ Small Market,Brooks County,25.0,,9.5,2024.0,Very Low (<40%),Brooks County,,9.5,25.0,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,BROWN,1051.0,16.0,0.0,41.0,21.0,0.0,0.0,0.0,0.0,True,Texas A&M,41.0,3.9010466222645097,1.5223596574690772,20.75,29.7,63.4,False,True,False,False,False,41.5,58.52209435967488,98.47764034253092,63.4,60.19215637640865,Tier 5: Maintain/Monitor,16.0,0.0,41.0,21.0,0.0,0.0,0.0,0.0,78.0,20.51282051282051,1051.0,16.0,0.0,41.0,21.0,0.0,0.0,0.0,0.0,True,Texas A&M,41.0,3.9010466222645097,1.5223596574690772,1051.0,16.0,0.0,41.0,21.0,0.0,0.0,0.0,0.0,1.5223596574690772,1051.0,16.0,0.0,41.0,21.0,0.0,0.0,0.0,0.0,True,Texas A&M,41.0,3.9010466222645097,1.5223596574690772,True,58.52209435967488,91.04,96.09895337773548,75.79283785538455,🔥 TOP PRIORITY,Brown County,63.4,20.75,29.7,2024.0,Moderate (60-75%),Brown County,20.75,29.7,63.4,2024.0,,,,,,,,,,,,1051.0,16.0,0.0,41.0,21.0,0.0,0.0,0.0,0.0,True,Texas A&M,41.0,3.9010466222645097,1.5223596574690772,20.75,29.7,63.4,False,True,False,False,False,41.5,58.52209435967488,98.47764034253092,63.4,60.19215637640865,Tier 5: Maintain/Monitor,16.0,1051.0,1.5223596574690772
26,BURLESON,409.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,57.0,13.93643031784841,0.0,8.950000000000001,16.400000000000002,67.76666666666667,False,True,False,False,False,17.900000000000002,50.59721608650869,100.0,67.76666666666667,49.11583149261928,Tier 5: Maintain/Monitor,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,409.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,57.0,13.93643031784841,0.0,409.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,409.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,57.0,13.93643031784841,0.0,False,50.59721608650869,100.0,86.0635696821516,0.0,⚫ Small Market,Burleson County,67.76666666666667,8.950000000000001,16.400000000000002,2024.0,Moderate (60-75%),Burleson County,8.950000000000001,16.400000000000002,67.76666666666667,2024.0,,,,,,,,,,,,409.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,57.0,13.93643031784841,0.0,8.950000000000001,16.400000000000002,67.76666666666667,False,True,False,False,False,17.900000000000002,50.59721608650869,100.0,67.76666666666667,49.11583149261928,Tier 5: Maintain/Monitor,,,
27,BURNET,1068.0,62.0,49.0,96.0,69.0,0.0,36.0,5.0,0.0,True,Texas A&M,96.0,8.98876404494382,5.805243445692884,10.1,20.5,85.9,False,True,False,True,False,20.2,58.65691456930385,94.19475655430712,85.9,53.10602568165258,Tier 5: Maintain/Monitor,62.0,49.0,96.0,69.0,0.0,36.0,5.0,0.0,317.0,19.558359621451103,1068.0,62.0,49.0,96.0,69.0,0.0,36.0,5.0,0.0,True,Texas A&M,96.0,8.98876404494382,5.805243445692884,1068.0,62.0,49.0,96.0,69.0,0.0,36.0,5.0,0.0,5.805243445692884,1068.0,62.0,49.0,96.0,69.0,0.0,36.0,5.0,0.0,True,Texas A&M,96.0,8.98876404494382,5.805243445692884,True,58.65691456930385,65.85,91.01123595505618,67.28570447566317,🎯 HIGH OPPORTUNITY,Burnet County,85.9,10.1,20.5,2024.0,High (75-90%),Burnet County,10.1,20.5,85.9,2024.0,,,,,,,,,,,,1068.0,62.0,49.0,96.0,69.0,0.0,36.0,5.0,0.0,True,Texas A&M,96.0,8.98876404494382,5.805243445692884,10.1,20.5,85.9,False,True,False,True,False,20.2,58.65691456930385,94.19475655430712,85.9,53.10602568165258,Tier 5: Maintain/Monitor,62.0,1068.0,5.805243445692884
28,CALDWELL,773.0,185.0,39.0,39.0,0.0,0.0,28.0,0.0,0.0,True,TXST,185.0,23.93272962483829,23.93272962483829,4.2,12.8,70.39999999999999,False,False,False,True,False,8.4,55.94119476424007,76.06727037516171,70.39999999999999,42.39581250430436,Tier 5: Maintain/Monitor,185.0,39.0,39.0,0.0,0.0,28.0,0.0,0.0,291.0,63.57388316151202,773.0,185.0,39.0,39.0,0.0,0.0,28.0,0.0,0.0,True,TXST,185.0,23.93272962483829,23.93272962483829,773.0,185.0,39.0,39.0,0.0,0.0,28.0,0.0,0.0,23.93272962483829,773.0,185.0,39.0,39.0,0.0,0.0,28.0,0.0,0.0,True,TXST,185.0,23.93272962483829,23.93272962483829,True,55.94119476424007,0.0,76.06727037516171,0.0,⭐ TXST Territory,Caldwell County,70.39999999999999,4.2,12.8,2024.0,Moderate (60-75%),Caldwell County,4.2,12.8,70.39999999999999,2024.0,,,,,,,,,,,,773.0,185.0,39.0,39.0,0.0,0.0,28.0,0.0,0.0,True,TXST,185.0,23.93272962483829,23.93272962483829,4.2,12.8,70.39999999999999,False,False,False,True,False,8.4,55.94119476424007,76.06727037516171,70.39999999999999,42.39581250430436,Tier 5: Maintain/Monitor,185.0,773.0,23.93272962483829
29,CALHOUN,591.0,23.0,15.0,41.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,41.0,6.937394247038917,3.8917089678511,12.0,22.0,42.0,False,True,False,False,False,24.0,53.68670665031004,96.1082910321489,42.0,49.1276702015228,Tier 5: Maintain/Monitor,23.0,15.0,41.0,0.0,0.0,0.0,0.0,0.0,79.0,29.11392405063291,591.0,23.0,15.0,41.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,41.0,6.937394247038917,3.8917089678511,591.0,23.0,15.0,41.0,0.0,0.0,0.0,0.0,0.0,3.8917089678511,591.0,23.0,15.0,41.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,41.0,6.937394247038917,3.8917089678511,True,53.68670665031004,77.11,93.06260575296108,68.58887447574723,🎯 HIGH OPPORTUNITY,Calhoun County,42.0,12.0,22.0,2024.0,Low (40-60%),Calhoun County,12.0,22.0,42.0,2024.0,,,,,,,,,,,,591.0,23.0,15.0,41.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,41.0,6.937394247038917,3.8917089678511,12.0,22.0,42.0,False,True,False,False,False,24.0,53.68670665031004,96.1082910321489,42.0,49.1276702015228,Tier 5: Maintain/Monitor,23.0,591.0,3.8917089678511
30,CALLAHAN,394.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,True,Texas Tech,18.0,4.568527918781726,0.0,19.766666666666666,23.55,80.125,False,True,False,True,False,39.53333333333333,50.28375538953188,100.0,80.125,58.9109599501929,Tier 5: Maintain/Monitor,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,394.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,True,Texas Tech,18.0,4.568527918781726,0.0,394.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,394.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,True,Texas Tech,18.0,4.568527918781726,0.0,False,50.28375538953188,100.0,95.43147208121827,0.0,⚫ Small Market,Callahan County,80.125,19.766666666666666,23.55,2024.0,High (75-90%),Callahan County,19.766666666666666,23.55,80.125,2024.0,,,,,,,,,,,,394.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,True,Texas Tech,18.0,4.568527918781726,0.0,19.766666666666666,23.55,80.125,False,True,False,True,False,39.53333333333333,50.28375538953188,100.0,80.125,58.9109599501929,Tier 5: Maintain/Monitor,,,
